description,price,title
"---------------------------------------------------------------------,----------ENVIOS Y DESPACHOS EXPRESS----------,----------------------------------------------------------------------,DELIVERY GRATIS EN CARACAS POR COMPRAS SUPERIORES A 100$.,ENVIO GRATIS AL INTERIOR DEL PAIS POR MRW O TEALCA,LEER DESCRICIÓN COMPLETA.,****************************************************,PRODUCTO,****************************************************,Impresora Multifuncional HP Deskjet Ink Advantage 2775,(7FR21A),****************************************************,CONTENIDO DE LA CAJA:,****************************************************,*Impresora Todo-en-uno HP Deskjet Ink Advantage 2775,*Cartucho inicial de tinta negra HP 667,*Cartucho inicial de tinta tricolor HP 667,*Cable de alimentacion,*Tarjeta de configuracion,NO INCLUYE CABLE USB,****************************************************,ESPECIFICACIONES DEL PRODUCTO,****************************************************,*Tecnología de impresión:Inyección térmica de tinta HP,*Conectividad: 1 Hi-Speed USB 2.0, Wi-Fi 802.11 a/b/g/n incorporado, Bluetooth.,*Capacidad De Impresión MóvilApple AirPrint™; Chrome OS; Aplicación HP Smart,*Funciones: Imprime, copia y escanea.,**Resolución de impresión: Hasta 1200 x 1200 ppp,**Resolución de copia: Hasta 600 x 300 ppp,**Resolución de escaneo: Hasta 1200 x 1200 ppp,***Tamaño máximo del escáner de superficie plana: 216 x 297 mm,*Tamaños compatibles del material (sistema métrico): A4; B5; A6; Sobre DL,*Tipos de soportes: Papel común, papel fotográfico, papel para folletos,*Requisitos mínimos del sistema para Windows: Windows 10, 7: Procesador de 1 GHz de 32 bits (x86) o 64 bits (x64), 2 GB libres en el disco duro, conexión a Internet, puerto USB, Internet Explorer.,*MacOS Sierra v10.12 (previously OS X), macOS High Sierra v10.13, macOS Mojave v10.14, macOS Catalina v10.15, macOS Big Sur v11.6, 2 GB Available Space, Internet Access,*Ciclo de trabajo mensual: Hasta 1000 páginas,*Cartuchos de reemplazo: HP 667 negro/ HP 667 Tricolor, rendimiento 120pags aprox.,*Dimensiones máximas (An x Pr x Al, sistema métrico): 425 x 523.8 x 249 mm,*Peso (sistema métrico): 3,42 kg,PRODUCTO 100% NUEVO, ORIGINAL, SELLADO Y GARANTIZADO,****************************************************,PRECIO REAL EL PUBLICADO EN USD$ (DIVISAS).,SE LE GARANTIZA PRECIO OFERTADO Y DISPONIBILIDAD SOLO,POR EL DIA DE LA OFERTA. CUALQUIER CAMBIO EN PRECIO,DEBE CANCELAR EL NUEVO PRECIO.,****************************************************,NOSOTROS,****************************************************,18 años de experiencia, calidad y responsabilidad.,Somos Mercado Líder Platinum. Vea nuestra reputación,y trayectoria. Más de 9000 clientes nos recomiendan.,****************************************************,HORARIO DE TRABAJO,****************************************************,De Lunes a Viernes,De 8:30am - 5:30pm,Atención Telefonica / Whattsapp: De Lunes a Sabados.,No laboramos fines de semana y dias de asueto.,****************************************************,MÉTODOS DE PAGO,****************************************************,* Divisas en Efectivo - Cash (Buen estado),* Zelle - BOFA / Wells Fargo,* Binance USDT,* Banesco Panama,* Cuenta custodia en divisas Banco Provincial,* Transferencias Bancarias y Pago Movil en Bs a:,- Banesco,****************************************************,MÉTODOS DE DESPACHO,****************************************************,* Puede retirar su producto personalmente en nuestra Oficina,comercial ubicada en la Avenida Páez, El Paraiso.,* Delivery en Caracas:,- Gratis por compras superiores a 100$. (Para ciertas zonas no aplica).,- Por compras menores a 100$, costo del delivery de 3$ a 6$ dependiendo,de la zona de entrega del producto(s). Consulta costo para su zona.,* Algunas zonas no son cubiertas para servicio Delivery.,* Envío gratis por MRW,TEALCA a Nivel Nacional.,El cliente debe completar el formulario de envíos a traves de la mensejaria,interna de su compra en MercadoLibre.,* Envíos Cobro en Destino a Nivel Nacional:,- Zoom,- Liberty Express,-Domesa,- Otros,****************************************************,PASOS PARA COMPRAR:,****************************************************,1) REVISE LA PUBLICACION Y ACLARE TODAS SUS DUDAS EN,LA SECCION DE PREGUNTAS EN LA PARTE INFERIOR DE CADA,PUBLICACION.,2) HAGA CLICK A COMPRAR.,3) COMUNICATE CON NOSOTROS VIA WHATTSAPP O TELEFONICAMENTE,4) SIGUE LAS INSTRUCCIONES Y RECIBE TU PRODUCTO.,5) CALIFICA TU COMPRA Y ACTIVA LA GARANTIA DE TU PRODUCTO,****************************************************,GARANTIA,****************************************************,Garantia un ano por defectos de con el fabricante.,CONSULTE DISPONIBILIDAD Y ACLARE TODAS SUS DUDAS ANTES DE OFERTAR.,EVITE CALIFICACIONES NEGATIVAS.",79.99,Impresora Hp Multifuncional Deskjet Ink Advantage 2775 Wifi
"---------------------------------------------------------------------,----------ENVIOS Y DESPACHOS EXPRESS----------,----------------------------------------------------------------------,DELIVERY GRATIS EN CARACAS POR COMPRAS SUPERIORES A 100$.,ENVIO GRATIS AL INTERIOR DEL PAIS POR MRW O TEALCA,LEER DESCRICIÓN COMPLETA.,****************************************************,PRODUCTO,****************************************************,IMPRESORA HP Laser 107w,(4ZB78A),****************************************************,CONTENIDO DE LA CAJA:,****************************************************,* Impresora HP Laser 107W,*Cartucho de tóner inicial preinstalado original HP LaserJet, negro (aproximadamente 500 páginas),*Guía de instalación,*Guía de referencia,*Folleto de informes regulatorios,*Cable de alimentación,*Cable USB,********************************************************,ESPECIFICACIONES DEL PRODUCTO,********************************************************,*Tecnología De Impresión: Laser Monocromatica,*Conectividad: 1 USB 2.0 de alta velocidad; 1 Wi-Fi 802.,*Capacidad De Impresión MóvilApple AirPrint™; Chrome OS; Aplicación HP Smart; Certificación Mopria.,*Funciones: Imprime,***Resolución de impresión: Hasta 1200 x 1200 ppp,*Tamaños De Soportes De Impresión Admitidos: A4; A5; A5(LEF); B5 (JIS); Oficio; Sobre (DL, C5); 76 x 127 a 216 x 356 mm,*Tipos De Soportes: Normal, Grueso, Fino, Algodón, Color, Preimpreso, Reciclado, Etiquetas, Cartulina, Bond, Archivo, Sobre,*Ciclo de trabajo mensual: Hasta 10.000 páginas,*Cartuchos de reemplazo: Toner HP 105a, rendimiento 1000 pag aprox.,*Dimensiones máximas (An x Pr x Al, sistema métrico): 331 x 350 x 248 mm,*Peso: 4,16 kg,PRODUCTO 100% NUEVO, ORIGINAL, SELLADO Y GARANTIZADO,****************************************************,PRECIO REAL EL PUBLICADO EN USD$ (DIVISAS).,SE LE GARANTIZA PRECIO OFERTADO Y DISPONIBILIDAD SOLO,POR EL DIA DE LA OFERTA. CUALQUIER CAMBIO EN PRECIO,DEBE CANCELAR EL NUEVO PRECIO.,****************************************************,NOSOTROS,****************************************************,18 años de experiencia, calidad y responsabilidad.,Somos Mercado Líder Platinum. Vea nuestra reputación,y trayectoria. Más de 9000 clientes nos recomiendan.,****************************************************,HORARIO DE TRABAJO,****************************************************,De Lunes a Viernes,De 8:30am - 5:30pm,Atención Telefonica / Whattsapp: De Lunes a Sabados.,No laboramos fines de semana y dias de asueto.,****************************************************,MÉTODOS DE PAGO,****************************************************,* Divisas en Efectivo - Cash (Buen estado),* Zelle - BOFA / Wells Fargo,* Binance USDT,* Banesco Panama,* Cuenta custodia en divisas Banco Provincial,* Transferencias Bancarias y Pago Movil en Bs a:,- Banesco,****************************************************,MÉTODOS DE DESPACHO,****************************************************,* Puede retirar su producto personalmente en nuestra Oficina,comercial ubicada en la Avenida Páez, El Paraiso.,* Delivery en Caracas:,- Gratis por compras superiores a 100$. (Para ciertas zonas no aplica).,- Por compras menores a 100$, costo del delivery de 3$ a 6$ dependiendo,de la zona de entrega del producto(s). Consulta costo para su zona.,* Algunas zonas no son cubiertas para servicio Delivery.,* Envío gratis por MRW o TEALCA a Nivel Nacional.,El cliente debe completar el formulario de envíos a traves de la mensejaria,interna de su compra en MercadoLibre.,* Envíos Cobro en Destino a Nivel Nacional:,- Zoom,- Liberty Express,-Domesa,- Otros,****************************************************,PASOS PARA COMPRAR:,****************************************************,1) REVISE LA PUBLICACION Y ACLARE TODAS SUS DUDAS EN,LA SECCION DE PREGUNTAS EN LA PARTE INFERIOR DE CADA,PUBLICACION.,2) HAGA CLICK A COMPRAR.,3) COMUNICATE CON NOSOTROS VIA WHATTSAPP O TELEFONICAMENTE,4) SIGUE LAS INSTRUCCIONES Y RECIBE TU PRODUCTO.,5) CALIFICA TU COMPRA Y ACTIVA LA GARANTIA DE TU PRODUCTO,****************************************************,GARANTIA,****************************************************,Garantía directa por 4 MESES, por defectos de,fábrica. Restante de Garantìa con el fabricante.,CONSULTE DISPONIBILIDAD Y ACLARE TODAS SUS DUDAS ANTES DE OFERTAR.,EVITE CALIFICACIONES NEGATIVAS.",149.99,Impresora Hp Laser Jet 107 W Monocromatica Usb Wifi Toner
"---------------------------------------------------------------------,----------ENVIOS Y DESPACHOS EXPRESS----------,----------------------------------------------------------------------,DELIVERY GRATIS EN CARACAS POR COMPRAS SUPERIORES A 100$.,ENVIO GRATIS AL INTERIOR DEL PAIS POR MRW O TEALCA,LEER DESCRICIÓN COMPLETA.,****************************************************,PRODUCTO,****************************************************,Impresora Todo-en-uno HP Deskjet Ink Advantage 2375,(7WQ01A),****************************************************,CONTENIDO DE LA CAJA:,****************************************************,*Impresora Todo-en-uno HP Deskjet Ink Advantage 2375,*Cartucho inicial de tinta negra HP 667,*Cartucho inicial de tinta tricolor HP 667,*Cable de alimentacion,*Cable USB,*Tarjeta de configuracion,********************************************************,ESPECIFICACIONES DEL PRODUCTO,********************************************************,*Tecnología de impresión: Inyección térmica de tinta HP,*Conectividad: 1 Hi-Speed USB 2.0,*Funciones: Imprime, copia y escanea.,**Resolución de impresión: Hasta 1200 x 1200 ppp,**Resolución de copia: Hasta 600 x 300 ppp,**Resolución de escaneo: Hasta 1200 x 1200 ppp,***Tamaño máximo del escáner de superficie plana: 216 x 297 mm,*Tamaños compatibles del material (sistema métrico): A4; B5; A6; Sobre DL,*Tipos de soportes: Papel común, papel fotográfico, papel para folletos,*Requisitos mínimos del sistema para Windows: Windows 10, 7: Procesador de 1 GHz de 32 bits (x86) o 64 bits (x64), 2 GB libres en el disco duro, conexión a Internet, puerto USB, Internet Explorer.,*Ciclo de trabajo mensual: Hasta 1000 páginas,*Cartuchos de reemplazo: HP 667 negro/ HP 667 Tricolor, rendimiento 120pags aprox.,*Dimensiones máximas (An x Pr x Al, sistema métrico): 425 x 523.8 x 249 mm,*Peso (sistema métrico): 3,42 kg,PRODUCTO 100% NUEVO, ORIGINAL, SELLADO Y GARANTIZADO,****************************************************,PRECIO REAL EL PUBLICADO EN USD$ (DIVISAS).,SE LE GARANTIZA PRECIO OFERTADO Y DISPONIBILIDAD SOLO,POR EL DIA DE LA OFERTA. CUALQUIER CAMBIO EN PRECIO,DEBE CANCELAR EL NUEVO PRECIO.,****************************************************,NOSOTROS,****************************************************,18 años de experiencia, calidad y responsabilidad.,Somos Mercado Líder Platinum. Vea nuestra reputación,y trayectoria. Más de 9000 clientes nos recomiendan.,****************************************************,HORARIO DE TRABAJO,****************************************************,De Lunes a Viernes,De 8:30am - 5:30pm,Atención Telefonica / Whattsapp: De Lunes a Sabados.,No laboramos fines de semana y dias de asueto.,****************************************************,MÉTODOS DE PAGO,****************************************************,* Divisas en Efectivo - Cash (Buen estado),* Zelle - BOFA / Wells Fargo,* Binance USDT,* Banesco Panama,* Cuenta custodia en divisas Banco Provincial,* Transferencias Bancarias y Pago Movil en Bs a:,- Banesco,****************************************************,MÉTODOS DE DESPACHO,****************************************************,* Puede retirar su producto personalmente en nuestra Oficina,comercial ubicada en la Avenida Páez, El Paraiso.,* Delivery en Caracas:,- Gratis por compras superiores a 100$. (Para ciertas zonas no aplica).,- Por compras menores a 100$, costo del delivery de 3$ a 6$ dependiendo,de la zona de entrega del producto(s). Consulta costo para su zona.,* Algunas zonas no son cubiertas para servicio Delivery.,* Envío gratis por MRW o TEALCA a Nivel Nacional.,El cliente debe completar el formulario de envíos a traves de la mensejaria,interna de su compra en MercadoLibre.,* Envíos Cobro en Destino a Nivel Nacional:,- Zoom,- Liberty Express,-Domesa,- Otros,****************************************************,PASOS PARA COMPRAR:,****************************************************,1) REVISE LA PUBLICACION Y ACLARE TODAS SUS DUDAS EN,LA SECCION DE PREGUNTAS EN LA PARTE INFERIOR DE CADA,PUBLICACION.,2) HAGA CLICK A COMPRAR.,3) COMUNICATE CON NOSOTROS VIA WHATTSAPP O TELEFONICAMENTE,4) SIGUE LAS INSTRUCCIONES Y RECIBE TU PRODUCTO.,5) CALIFICA TU COMPRA Y ACTIVA LA GARANTIA DE TU PRODUCTO,****************************************************,GARANTIA,****************************************************,Garantía directa por 4 MESES, por defectos de,fábrica. Restante de Garantìa con el fabricante.,CONSULTE DISPONIBILIDAD Y ACLARE TODAS SUS DUDAS ANTES DE OFERTAR.,EVITE CALIFICACIONES NEGATIVAS.",69.99,Impresora Hp 2375 Multifuncional Color Inyeccion De Tinta
"Características,Impresión desde prácticamente cualquier lugar mediante la conectividad inalámbrica1,Impresión de documentos velocidades sorprendentes de hasta 19 páginas por minuto3,La primera impresión se entrega en menos de 8 segundos2,Función sencilla y fácil de usar,Diseño compacto que ahorra espacio, ideal para colocarse sobre un escritorio,Fácil reabastecimiento de papel con el casete de carga frontal de 150 hojas4,Tóner original creado para brindar excelentes resultados en página tras página,Sistema de Cartucho Todo en Uno que combina el tóner y el tambor en una unidad fácil de reemplazar,El Modo de Ahorro de Energía utiliza solo 1.6 W para ayudar a reducir el consumo y los costos,Contenido de la Caja,Producto imageCLASS LBP6030w Product,Cartucho Inicial 125,Cable de alimentación,Cable USB,Manual de Usuario,Guía de Inicio,Software Controladores de Canon,Especificaciones generales,Dimensiones 14.3"" (An.) x 9.8"" (Pr.) x 7.8"" (Al.),Peso de la unidad (sin/con cartucho) 11 lb (sin el cartucho),42.1 lb (con el cartucho),Peso del paquete Aprox. 13.9 lb,Tipo de cartucho Cartucho 125 Negro (rinde aprox. 1,600 páginas),*Rendimientos basados en el Estándar ISO/IEC),Ciclo de trabajo Hasta 5,000 páginas por mes,Seguridad Filtro IP, Filtro de Dirección MAC, Capa de Puertos Virtuales Seguros (SSL), SNTP,Métodos de pago:,* Pago móvil,* Zelle,* Transferencia y depósitos en divisas,* Banesco,* Mercantil,* Venezuela,* Débito,""Somos Tienda Física, ubicada en Caracas - Boleita"",Trabajamos de lunes a Viernes de 9 a A,Aceptamos transferenci a Banesco y Mercantil,""Emitimos Factura Fiscal, Si es Contribuyente Especial Ciertas Condiciones Aplican"".,""Pregunte Y Aclare sus Dudas Antes Realizar la Oferta."".,""Horario de Atención al Público: de Lunes a Viernes de 9 am a 12m y de 1:00 pm a 5 pm."",""No Laboramos Ni Sábados Ni Domingos Ni días feriados"",*Su Compra con Nosotros es una Compra Protegida.,///////////////////////////////////////////////////////////////////////////////////////////////////////////////,//********** CONDICIONES DE LA VENTA: ***********\\,* No Oferte Sino No Esta 100% Seguro De Realizar La Compra.,*Pregunte Hasta Que Sus Dudas Queden Completamente Aclaradas, Ya Que Las Personas Que Incumplan Con Las Reglas De Mercado Libre Serán Calificadas ""Negativamente"".,*Los Envíos Se Realizan GRATIS AL INTERIOR Preferiblemente Por Zoom, Domesa, Tealca,MRW , siempre que nos lo indique Y llene el Formulario q le llega por la mensajería INGRESANDO AL LINK dice **INGRESA AQUI*** donde envía sus datos, y todos los envíos van ASEGURADOS.,,*Preguntar Siempre Acerca De La Existencia Del Producto Antes De Ofertar.,*****GRACIAS POR SU COMPRA Y SU PREFERENCIA*****",139,Impresora Láser Canon Lbp 6030w Wifi Similar Hp P1102 85a
"OMOS TIENDA FISICA,Aceptamos pagos a través de:,Transferencia, Deposito, Efectivo y tarjeta de débito (punto de venta).,RESPUESTA DE PREGUNTAS FRECUENTES:,Si TRABAJAMOS CON AGENTES DE RETENCIÓN.,Si EMITIMOS FACTURA FISCAL,Si PRECIO PUBLICADO.,Si SOMOS TIENDA FISICA.,Si ES NUEVO EL ARTICULO.,ENTREGAS PERSONALES SOLAMENTE EN NUESTRA TIENDA FISICA.,NUESTRO HORARIO DE TRABAJO ES DE:,LUNES A VIERNES 9:00am a 6:00pm,SÁBADOS 9:00am a 5:00pm corrido,Para ofertas al MAYOR preguntar disponibilidad,Se realizan envíos a todo el país solamente por MRW, ZOOM y TEALCA,CONDICIONES DE ENVIÓ Y POLÍTICAS DE VENTA:,1) El producto se envía el mismo día una ves recibido datos y confirmado pago antes de las 12:00pm.,2) El numero de guía sera enviado al día siguiente de haberse hecho el envió.,3) Los envíos serán realizados en horario de oficina y en días hábiles laborables.,4) Todos nuestros productos tienen garantía (preguntas el tiempo ya que varia de a cuerdo al producto publicado).,5) Para cubrir garantía los gastos de envíos se dividen entre las 2 partes involucradas (es decir ambas partes envían cobro destino).,6) Tiene 3 días para concretar la compra.,7) No somos responsable por maltrato, retrasos o perdida de mercancía que sean ocasionados por la empresa de encomienda.,UNA VES QUE HAYA LEÍDO TODO Y SI ESTA DE ACUERDO CON LO LEÍDO PUEDE REALIZAR LA COMPRA.",31.99,Tickera Termica 58mm Inalambrica Bluetooth Con Usb
"Descripción,*********************************************,UBICACION,*********************************************,ESTAMOS EN LA ZONA DEL ROSAL / MUNICIPIO CHACAO,CONTAMOS CON ESTACIONAMIENTO Y VIGILANCIA.,*********************************************,HORARIO,*********************************************,ENTREGAS EN OFICINA COMERCIAL,LUNES A VIERNES DE 9:00AM A 5:00PM,SABADOS ATENCIÓN TELEFONICA DE 9:00AM A 5:00PM,*********************************************,METODOS DE PAGO,*********************************************,TRANSFERENCIAS CUENTAS NACIONALES: BANESCO, MERCANTIL, PROVINCIAL, VENEZUELA.,TRANSFERENCIAS O DEPOSITOS CUENTAS NACIONALES EN DIVISAS: BANCO MERCANTIL.,TRANSFERENCIAS CUENTAS INTERNACIONALES: BANESCO PANAMA, MERCANTIL PANAMA, FACEBANK, BANK OF AMERICA.,PAGO MOVIL: BANCO MERCANTIL.,ZELLE,PAYPAL,USDT,UPHOLD,EFECTIVO,NO CONTAMOS CON PUNTO DE VENTA,*********************************************,METODOS DE DESPACHO,*********************************************,ENVIO GRATIS A NIVEL NACIONAL: MRW, ZOOM Y DOMESA.,ENVIO COBRO EN DESTINO A NIVEL NACIONAL: TEALCA, LIBERTY EXPRESS, MRW, ZOOM Y DOMESA.,DELIVERY ALTOS MIRANDINOS,DELIVERY CARACAS,RETIRO EN OFICINA COMERCIAL",259,Impresora Multifuncional Epson L3250 Wifi Tinta Continua
"FOTOCOPIADORA, IMPRESORA, ESCÁNER, WIFI, DUPLEX, LÁSER MONOCROMÁTICA CANON MF264DW,Diseñada para oficinas pequeñas y medianas, la imageCLASS MF264dw equilibra un rendimiento rápido y un mantenimiento mínimo, y el panel LCD grande ofrece una experiencia de usuario intuitiva.,Facilidad de uso,Pantalla LCD de cinco líneas.,Crea un punto de acceso directo para Wi-Fi® desde la impresora para establecer una conexión directa hacia el (los) dispositivo(s) móvil(es) sin la necesidad de un enrutador externo.,Calidad y fiabilidad,Las tecnologías de los equipos y la fiabilidad representativas de Canon mantienen una alta productividad y minimizan el impacto en los recursos de apoyo.,Eficiencia de los flujos de trabajo,Es compatible con las soluciones móviles para la impresión y el escaneo.,Escanee y convierta los documentos en archivos con capacidad de búsqueda.,Diseñada para trabajos de impresión más pequeños con un tiempo de primera impresión rápido de cinco segundos.,Sostenibilidad,Una combinación de tecnologías de fijación y el tóner de bajo punto de fusión minimiza los requisitos de energía y ayuda a lograr un bajo consumo de energía.,Promueve prácticas laborales de concienciación ecológica mediante la habilitación de configuraciones que contribuyan al ahorro energético y del papel.,Rentabilidad,Lista para la impresión estándar a dos caras (DUPLEX) al desempacarla; además, cuenta con la capacidad para imprimir varias páginas en una sola página, lo que contribuye a disminuir el consumo del papel.,Seguridad,Ayuda a mitigar el riesgo de la pérdida de información confidencial ya que los documentos solo se guardan en una memoria a corto plazo.,Las configuraciones de seguridad se pueden establecer mediante la conexión del administrador.,Acceso fácil mediante dispositivos móviles,Ya sea desde una aplicación, desde la nube o desde funciones nativas del dispositivo, la imageCLASS MF264dw ofrecen una variedad de métodos para imprimir desde un teléfono móvil o desde una tableta en los dispositivos iOS y Android. La aplicación Canon PRINT Business, la cual es compatible con ambas plataformas, ofrece acceso a configuraciones adicionales del dispositivo, así como la capacidad para escanear desde la impresora hacia un teléfono móvil o a una tableta.,,Características de Escaneo,La imageCLASS MF264dw utiliza un alimentador de documentos para el escaneo de documentos de dos caras a una velocidad de hasta 10.6 imágenes por minuto (ipm) en blanco y negro, o 8.6 ipm en color. Los archivos escaneados se pueden convertir a múltiples formatos de archivos, incluyendo PDF de alta compresión y PDF que permite la búsqueda (OCR).,Especificaciones del Equipo;,Tipo de impresora: Multifuncional láser en blanco y negro,Velocidad de impresión: Hasta 30 ppm (Carta); hasta 24 ppm (Legal) 1,Tiempo de Entrega de la primera impresión: Aprox. 5.1 s,Lenguaje de la impresora: UFR II-LT, PCL®6, PCL®5e,Resolución de impresión: 600 x 600 (ppp),Tamaño máximo de impresión: Casetes y alimentador manual múltiple: Carta, Legal, Mediacarta, Ejecutivo; Sobres: COM10, Monarch, C5, DL; Personalizado (de 3"" x 5"" mín. a 8.5"" x 14"" máx.),Impresión bilateral: Automática (Estándar),Memoria de impresión: 256 MB,Especificaciones de la Copiadora:,Velocidad de copiado: Hasta 30 ppm (Carta); hasta 24 ppm (Legal),Resolución de copiado: Hasta 600 x 600 (ppp),Tiempo de entrega de la primera copia: 8 segundos o menos,Reducción/ampliación Ampliación/Reducción: De 25% a 400% (en incrementos de 1%),Reducciones: 25%, 50%, 64%, 78%,Ampliaciones: 129%, 200%, 400%,Tamaño de la copia: Vidrio de originales: Hasta Carta; Oficio y A4 por el Alimentador de Originales (ADF).,Especificaciones del escáner,Tipo de escaneo: Alimentador automático de documentos,Resolución de escaneo: 600 x 600 (ppp),Tamaño de escaneo:Vidrio de originales: Hasta Carta; Alimentador de documentos: Hasta Oficio y A4,Escaneo bilateral: No,Formato de archivos de salida: TIFF, JPEG, PDF (Compacto, Que permite la búsqueda),Especificaciones para el manejo de papel,Fuentes estándares de papel: Estándar: Casete de papel de 250 hojas, alimentador manual múltiple de 1 hoja,Salida de papel: Estándar: 50 hojas,Peso de papel: Casete/Alimentador manual: Bond de 16 lb a 43 lb (de 60 a 163 g/m2),Tamaños de los materiales: Casete/Alimentador manual: Carta, Legal, Mediacarta, Ejecutivo; Sobre: COM10, Monarch, C5, DL; Personalizado (de 3"" x 5"" mín. a 8.5"" x 14"" máx.),Tipos de materiales: Casete/Alimentador manual: Común, Reciclado, Grueso, Bond, Etiquetas, Sobres.,Especificaciones de software y conectividad:,Interfaz(ces) estándar(es): Dispositivo USB 2.0 de alta velocidad, 10/100 Base-T Ethernet (Red), Wi-Fi 802.11 b/g/n, Conexión Wi-Fi Direct,Métodos de autenticación de Wi-Fi: WEP 64/128 bits, WPA-PSK (TKIP/AES), WPA2-PSK (AES),Protocolos de administración de red: Estándar: Filtro de dirección IP/MAC, Comunicación TLS Encriptada, SNMP V 3.0, IEEE 802.1X, IPv6, Autenticación SMTP, Autenticación POP antes que SMTP,Compatibilidad con sistemas operativos: Windows® 10/8.1/7, Windows Server® 2016/2012 R2/2012/2008 R2/2008; Mac OS 10.8.5 y posteriores.,Especificaciones generales:,Dimensiones 15.4"" x 16.0"" x 14.8"" (39,0 cm x 40,5 cm x 37,5 cm),Peso de la unidad (sin/con cartucho) Solo la máquina: 27.3 lb (12.4 kg),Peso con la caja: 35.2 lb (16.0 kg),Pantalla LCD LCD de 5 líneas,Contenido de la Caja:,Producto imageCLASS MF264dw,Cartucho negro (estándar): rinde 1,700 impresiones aproximadamente. tenemos toner adicional 051H rendimiento 4000 páginas al 5% de cobertura.,Tambor o Cilindro: rinde 23,000 impresiones aproximadamente.,Cable de alimentación de poder.,Guía de inicio,DVD-ROM de software del usuario,""NO INCLUYE CABLE U.S.B"".,//////////////////////////////////////////////////////////////////////////////////////////////////////////////,""Somos Tienda Física, ubicada en Caracas - Boleita 22 años en el mercado y 18 años en mercado libre siendo MercadoLíder Platinum comprar con confianza"",""Emitimos Factura Fiscal, Si es Contribuyente Especial Ciertas Condiciones Aplican"".,""Pregunte Y Aclare sus Dudas Antes Realizar la Oferta."".,""Horario de Atención al Público: de Lunes a Viernes de 9 am a 12m y de 1:30 pm a 5 pm."",""No Laboramos Ni Sábados Ni Domingos Ni días feriados"",*Su Compra con Nosotros es una Compra Protegida.,///////////////////////////////////////////////////////////////////////////////////////////////////////////////,//********** CONDICIONES DE LA VENTA: ***********\\,* No Oferte Sino No Esta 100% Seguro De Realizar La Compra.,*Pregunte Hasta Que Sus Dudas Queden Completamente Aclaradas, Ya Que Las Personas Que Incumplan Con Las Reglas De Mercado Libre Serán Calificadas ""Negativamente"".,*Usted Realizar Una Compra Tiene Un Máximo De 24 Horas Para Ponerse En Contacto Con Nosotros Por Cualquier Vía, Si Usted No Se Comunica En El Plazo Acordado Se Libera el Producto y se Calificará ""Negativamente"".,*Los Envíos Se Realizan Al Interior Cobro A Destino Preferiblemente Por Zoom, Domesa, Tealca o Por La Compañía De Su Preferencia, siempre que nos lo indique en el email donde envía sus datos, y todos los envíos van ASEGURADOS.",349,"Fotocopiadora, Impresora,escáner Canon Mf-264dw Wifi Duplex"
"DELIVERY GRATIS EN CARACAS POR COMPRAS SUPERIORES A 100$.,ENVIO GRATIS AL INTERIOR DEL PAIS POR MRW O DOMESA.,LEER DESCRICIÓN COMPLETA.,****************************************************,La impresora multifuncional PIXMA G2160 de Canon ofrece impresión, copiado y escaneo de alto volumen y de bajo costo, como también una excelente capacidad de mantenimiento y uso. Con su sistema de tinta de tanque recargable, imprime hasta 7,600 páginas en negro/7,700 páginas en color a partir de un juego de botellas de tinta.1 La rentabilidad no es lo único sobresaliente, la impresora PIXMA G2160 también es increíblemente versátil. Imprima documentos, fotografías sin bordes2 y mucho más en una variedad de tipos y tamaños de materiales con tintas híbridas para obtener negros nítidos y colores vivos. Imprima más por menos con la impresora multifuncional de tanque recargable PIXMA G2160 de Canon.,PRODUCTO 100% NUEVO, ORIGINAL, SELLADO Y GARANTIZADO,****************************************************,PRECIO REAL EN $ EL PUBLICADO Y EN BS A LA TASA DEL DIA.,SE LE GARANTIZA PRECIO OFERTADO Y DISPONIBILIDAD POR,SOLO EL DIA DE LA OFERTA. CUALQUIER CAMBIO EN PRECIO,DEBE CANCELAR EL NUEVO PRECIO.,****************************************************,GARANTIA,****************************************************,Garantía directa por 4 MESES, por defectos de,fábrica.,****************************************************,NOSOTROS,****************************************************,17 años de experiencia, calidad y responsabilidad.,Somos Mercado Líder Platinum. Vea nuestra reputación y,trayectoria. Más de 7000 clientes nos recomiendan.,****************************************************,HORARIO DE TRABAJO,****************************************************,De Lunes a Sábado:,De 9:00am - 5:00pm,****************************************************,MÉTODOS DE PAGO,****************************************************,* Efectivo - Cash (Buen estado),* Zelle,* Pago Móvil,* Transferencias Bancarias Nacionales:,- Banesco,- Provincial,- Mercantil,- Venezuela,****************************************************,MÉTODOS DE DESPACHO,****************************************************,* Oficina comercial ubicada en la Avenida Páez, El Paraiso.,* Servicio Delivery en Caracas gratis por compras superiores a 100$.,(Para ciertas zonas no aplica).,Por compras menores a 100$, costo del delivery de 3 a 5$ dependiendo,de zona de entrega del producto(s). Consulta costo para su zona.,Algunas zonas no cubiertas.,* Envío gratis por MRW o Domesa a Nivel Nacional. (Debe completar el,formulario de envíos por la mensejaria interna de su compra en MercadoLibre),* Envíos Cobro en Destino a Nivel Nacional:,- Zoom,- Tealca,- Liberty Express,****************************************************,CONSULTE DISPONIBILIDAD Y ACLARE TODAS SUS DUDAS ANTES,DE OFERTAR. EVITE CALIFICACIONES NEGATIVAS.",169.99,Impresora Multifuncional Canon G 2160 Nueva Tinta Contínua
